Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1,Credit_Limit,Customer_Age,Marital_Status,Attrition_Flag
1687,35,0.591,1999,0.69,6,0.832,2899.0,39,3,0
4272,76,0.81,1198,0.727,3,0.76,1647.0,40,1,0
2001,34,0.889,850,0.088,3,0.481,9705.0,45,3,0
5092,95,0.759,1198,0.556,2,0.507,2156.0,53,3,0
4129,72,0.636,1858,0.334,5,0.783,5570.0,47,2,0
4181,63,1.032,0,0.0,4,0.857,4606.0,60,1,0
2568,62,0.59,955,0.203,4,0.855,4712.0,31,1,0
2197,45,0.957,2129,0.186,3,0.956,11450.0,53,3,0
3293,66,0.833,2236,0.136,6,1.004,16386.0,41,3,0
7697,98,0.508,1085,0.129,1,0.696,8401.0,43,3,0
842,24,0.5,916,0.138,2,0.927,6630.0,51,3,1
4624,75,0.705,2042,0.626,4,0.752,3264.0,43,2,0
4056,71,0.578,1701,0.84,3,0.628,2025.0,65,0,0
15552,107,0.754,939,0.027,3,0.826,34516.0,36,3,0
1458,39,0.696,2517,0.879,5,0.583,2863.0,56,3,0
1454,43,0.433,996,0.187,3,0.469,5335.0,56,3,0
3895,67,0.558,794,0.552,5,0.807,1438.3,46,1,0
2047,46,0.533,0,0.0,4,0.733,17686.0,54,1,0
4136,65,0.912,0,0.0,3,0.57,3558.0,51,3,0
1218,18,0.8,1666,0.048,4,0.613,34516.0,51,3,0
3297,66,0.692,881,0.241,5,0.846,3653.0,49,3,0
4251,60,0.714,0,0.0,6,0.857,2173.0,48,3,0
4486,77,0.974,2023,0.238,6,0.871,8494.0,40,2,0
3718,75,0.596,1549,0.789,5,0.778,1963.0,45,1,0
3710,70,0.458,548,0.097,3,0.647,5652.0,43,1,0
4498,96,0.574,891,0.498,2,0.45,1790.0,39,1,0
2311,48,0.714,2395,0.098,2,1.071,24407.0,58,3,0
4188,68,0.545,1237,0.306,5,0.61,4038.0,51,1,0
4509,73,0.825,1139,0.535,2,1.025,2129.0,57,3,0
2652,64,0.524,673,0.022,6,0.721,30702.0,34,1,0
4717,70,0.628,2338,0.794,6,0.58,2946.0,47,3,0
8074,84,0.647,1649,0.068,2,0.776,24244.0,43,2,0
1562,44,0.913,1829,0.318,6,0.649,5746.0,39,3,0
4501,67,0.675,1334,0.493,4,0.886,2705.0,45,2,0
996,26,0.444,2517,0.867,4,0.821,2902.0,54,3,1
4606,75,0.875,1175,0.606,4,0.85,1938.0,38,1,0
7745,83,0.729,0,0.0,1,0.742,34516.0,50,1,0
4501,64,0.641,2507,0.477,4,0.751,5254.0,44,3,0
4705,78,0.902,1157,0.244,2,0.965,4745.0,41,1,0
1233,26,0.857,2099,0.061,5,0.629,34516.0,57,1,0
4170,73,0.553,974,0.48,5,0.624,2029.0,56,3,0
4741,86,0.72,1527,0.72,5,0.744,2120.0,42,2,0
3491,64,0.455,880,0.025,5,0.687,34516.0,45,3,0
8095,81,0.62,1064,0.031,1,0.796,34516.0,49,3,0
4745,69,0.605,1384,0.04,6,0.887,34516.0,57,2,0
3347,71,0.732,0,0.0,6,0.565,2803.0,45,2,0
9495,61,0.605,2517,0.481,2,0.937,5230.0,42,3,1
3355,66,0.886,1519,0.09,3,0.894,16928.0,45,3,0
4109,69,0.5,1682,0.513,6,0.577,3281.0,39,3,0
1845,40,0.739,2517,0.326,5,0.676,7712.0,36,3,0
2293,47,0.567,1823,0.275,4,0.811,6623.0,47,0,0
8549,73,0.78,0,0.0,2,0.94,24239.0,39,3,1
4692,91,0.596,0,0.0,4,0.756,1438.3,46,1,0
1515,31,0.476,668,0.413,5,0.552,1618.0,54,3,0
1658,32,1.462,2517,0.932,4,1.019,2702.0,54,3,0
1353,40,0.212,0,0.0,2,0.399,34516.0,55,1,1
4859,64,0.524,0,0.0,4,1.049,9959.0,46,1,1
2617,48,1.0,2198,0.721,3,1.546,3049.0,36,3,0
8356,68,0.478,532,0.035,1,0.858,15164.0,46,1,1
4830,82,0.952,1047,0.496,6,0.971,2111.0,44,1,0
4426,76,1.111,872,0.353,2,0.991,2468.0,38,1,0
761,17,0.214,0,0.0,2,0.856,6462.0,57,3,1
2449,27,0.038,1986,0.487,5,1.214,4075.0,43,1,1
2066,46,0.769,0,0.0,1,0.631,33384.0,43,1,1
1954,42,1.333,1145,0.659,4,0.809,1737.0,51,1,0
2227,41,0.464,0,0.0,4,0.601,4048.0,49,0,1
2334,51,0.594,503,0.206,5,0.415,2440.0,54,0,1
1741,27,0.421,906,0.125,2,0.676,7266.0,44,3,1
2431,46,0.484,929,0.079,4,0.773,11819.0,52,3,0
2636,50,0.429,0,0.0,4,0.502,2464.0,27,1,0
3656,88,0.76,0,0.0,3,0.562,16099.0,46,2,0
4360,95,0.696,841,0.414,1,0.717,2033.0,50,3,0
8444,81,0.688,1411,0.367,1,0.785,3841.0,46,1,0
3906,68,0.659,1743,0.564,5,0.766,3088.0,55,1,0
1371,23,0.917,2517,0.814,5,0.855,3093.0,37,1,0
2051,36,1.0,1782,0.424,3,1.526,4198.0,44,3,0
4357,73,0.521,905,0.039,5,0.645,23381.0,50,3,0
5409,82,0.822,0,0.0,5,0.892,2291.0,34,3,0
1603,29,0.526,1533,0.044,6,0.924,34516.0,44,0,0
1931,48,0.371,1471,0.163,3,0.844,8998.0,32,3,0
3942,65,0.625,2251,0.895,5,0.852,2514.0,48,3,0
2249,61,0.564,0,0.0,5,0.76,1438.3,65,1,0
1793,37,0.947,658,0.118,6,0.627,5559.0,38,3,0
4054,72,0.674,1770,0.371,5,0.545,4772.0,50,0,0
4253,81,0.884,1332,0.561,5,0.686,2374.0,46,3,0
1881,49,0.815,1562,0.368,3,0.773,4249.0,47,0,0
2389,49,0.361,0,0.0,2,0.713,1438.3,43,3,1
15180,103,0.689,2267,0.166,1,1.232,13679.0,41,1,0
13360,97,0.796,1528,0.06,1,0.725,25428.0,44,0,0
797,14,0.273,511,0.015,4,0.681,33180.0,52,3,1
2180,46,0.643,524,0.355,4,0.751,1478.0,41,2,1
2015,33,0.269,0,0.0,5,0.422,2092.0,39,2,1
4033,76,1.0,1759,0.178,1,0.785,9906.0,42,3,0
3121,60,0.395,1172,0.134,6,0.65,8738.0,46,0,0
2571,44,0.419,0,0.0,3,0.684,2762.0,50,1,1
4485,61,0.694,1333,0.389,5,0.667,3424.0,53,2,0
4620,70,0.667,0,0.0,5,0.56,20080.0,46,2,0
4475,66,0.692,1819,0.613,6,0.796,2965.0,50,3,0
4558,90,0.636,1146,0.299,4,0.681,3828.0,44,3,0
4343,83,0.886,1127,0.458,5,0.765,2459.0,43,0,0
1511,35,0.207,2404,0.078,5,0.609,30948.0,48,3,0
4985,90,0.636,1940,0.678,5,0.823,2863.0,39,1,0
3265,74,0.574,797,0.374,6,0.779,2132.0,30,1,0
5063,83,0.93,1493,0.208,1,0.665,7176.0,57,1,0
4375,81,0.688,0,0.0,3,0.666,6038.0,44,3,0
2113,60,0.875,0,0.0,4,0.904,7158.0,51,3,0
2306,47,0.621,238,0.102,6,0.64,2325.0,43,1,1
2627,63,1.032,2517,0.298,3,0.807,8436.0,36,1,0
6439,63,0.75,0,0.0,2,0.549,3264.0,32,3,1
4084,70,0.628,2284,0.678,5,0.673,3370.0,43,0,0
3778,72,1.118,0,0.0,5,0.796,1438.3,56,3,0
3778,83,0.694,974,0.053,3,0.857,18410.0,45,2,0
4339,86,0.686,1294,0.356,6,0.924,3632.0,48,3,0
15958,113,0.687,992,0.03,1,1.139,32587.0,46,3,0
4921,81,0.62,2373,0.312,6,0.95,7608.0,52,3,0
4124,87,0.891,701,0.086,3,0.819,8148.0,51,3,0
1824,53,1.038,914,0.161,5,1.099,5688.0,59,3,0
5859,82,0.783,1737,0.338,3,0.985,5141.0,33,1,0
1607,44,0.419,1580,0.63,4,0.44,2508.0,64,3,0
2516,54,0.385,770,0.466,3,0.736,1651.0,36,2,0
4633,74,0.574,1186,0.587,4,0.616,2021.0,48,3,0
4593,79,0.612,0,0.0,3,0.686,1438.3,32,2,0
4726,64,0.561,1344,0.294,4,0.46,4575.0,41,3,0
4363,76,1.054,0,0.0,6,1.144,26690.0,42,1,0
1729,35,0.75,1586,0.644,4,1.676,2461.0,49,1,0
757,20,0.25,0,0.0,2,0.713,3212.0,53,3,1
4986,88,0.76,0,0.0,5,0.658,9186.0,51,3,0
2337,61,0.564,1665,0.476,4,0.627,3497.0,37,2,0
2114,53,0.514,1402,0.35,4,0.579,4002.0,38,3,0
3718,72,0.756,1867,0.463,3,0.656,4034.0,45,1,0
4807,72,0.6,1219,0.536,4,0.639,2275.0,51,1,0
2492,50,0.515,2517,0.807,6,0.722,3119.0,38,1,1
3412,70,0.842,957,0.123,5,0.724,7789.0,49,1,0
2440,54,0.543,1182,0.034,5,0.613,34516.0,40,0,0
2551,74,0.609,0,0.0,6,1.012,16659.0,35,1,0
4302,63,0.5,1083,0.042,2,0.757,25645.0,50,0,0
5136,76,0.949,1276,0.644,3,0.897,1982.0,53,1,0
8331,63,0.853,2517,0.539,6,1.062,4668.0,56,1,1
5217,88,0.725,1927,0.647,1,0.731,2977.0,47,1,0
1884,43,0.303,1243,0.763,3,0.4,1630.0,48,1,1
2478,52,0.926,1664,0.6,5,0.809,2775.0,41,1,0
1664,39,0.5,0,0.0,5,0.2,1484.0,43,3,1
1097,32,0.778,1067,0.125,2,0.931,8551.0,46,1,1
3259,65,0.585,1494,0.043,5,1.229,34516.0,59,1,0
4956,88,0.796,1291,0.345,3,0.631,3745.0,48,2,0
4755,81,0.761,1084,0.494,4,0.974,2193.0,47,1,0
2750,41,0.367,2426,0.831,2,0.983,2920.0,38,1,1
5220,78,0.592,2424,0.72,5,0.825,3369.0,53,2,0
4009,74,0.947,0,0.0,3,0.711,6355.0,52,3,0
3950,82,0.864,0,0.0,5,0.778,1663.0,37,3,0
3406,62,0.632,1448,0.723,5,0.734,2002.0,44,2,0
1293,32,0.6,1515,0.044,4,0.592,34516.0,51,1,0
1966,43,1.15,0,0.0,6,0.464,4072.0,59,0,0
4141,79,0.612,1452,0.174,5,1.194,8346.0,51,3,0
4815,81,0.653,0,0.0,6,0.767,1438.3,38,3,0
1991,38,0.583,1375,0.953,6,0.683,1443.0,55,1,0
4647,81,0.884,2199,0.525,5,0.908,4187.0,45,3,0
4712,76,0.81,1856,0.383,6,0.61,4847.0,63,1,0
4542,70,0.591,1965,0.123,6,0.722,15987.0,40,1,0
4828,78,0.529,719,0.111,4,0.711,6492.0,51,1,0
4443,86,0.83,0,0.0,5,0.647,1438.3,47,3,0
4672,66,0.65,1434,0.439,6,0.63,3269.0,35,1,0
15678,103,0.717,1230,0.259,4,0.883,4752.0,54,1,0
4805,59,0.639,0,0.0,6,1.047,3199.0,53,1,1
7784,63,0.703,264,0.009,4,0.882,30543.0,57,0,1
5137,81,0.723,1720,0.613,4,0.836,2808.0,50,3,0
1270,33,0.833,896,0.056,3,0.954,15911.0,41,2,0
2419,49,0.531,0,0.0,4,0.719,1477.0,55,3,1
4623,65,0.548,0,0.0,3,0.579,2022.0,65,1,0
2063,48,0.846,0,0.0,3,0.519,29893.0,49,3,1
4599,89,0.648,1118,0.2,4,0.753,5597.0,38,1,0
1362,28,0.556,1759,0.087,3,0.476,20156.0,43,3,0
4717,71,0.69,1374,0.083,4,0.459,16476.0,45,3,0
2201,31,0.292,0,0.0,3,0.518,1776.0,39,1,1
1969,46,1.3,2517,0.073,6,0.975,34516.0,34,1,0
5209,93,0.755,2176,0.925,4,0.857,2352.0,32,1,0
3576,77,0.791,1167,0.145,5,0.549,8031.0,51,3,0
4042,78,0.95,1299,0.084,6,0.452,15525.0,49,1,0
3961,53,0.893,1566,0.045,5,1.106,34516.0,38,1,0
7106,61,0.906,764,0.081,4,0.994,9463.0,56,3,1
4919,69,1.091,0,0.0,4,0.829,1601.0,60,3,0
4216,82,0.64,0,0.0,6,0.84,4712.0,40,3,0
5109,79,0.756,1314,0.734,4,0.725,1791.0,44,2,0
1558,48,0.778,815,0.157,5,1.108,5202.0,39,1,0
4583,67,0.914,730,0.508,6,0.921,1438.3,38,3,0
2510,32,0.231,794,0.032,4,0.649,24868.0,43,3,1
5774,84,0.909,1792,0.859,5,0.859,2086.0,56,1,0
3992,73,0.553,0,0.0,5,0.663,8156.0,43,1,0
4115,66,0.535,928,0.028,3,0.732,33521.0,44,3,0
3847,73,0.698,1255,0.036,5,0.731,34516.0,49,1,0
2867,42,0.556,0,0.0,5,0.897,3911.0,39,1,1
6782,67,0.763,2517,0.073,2,0.579,34516.0,44,0,1
5056,89,0.78,1726,0.637,3,0.698,2709.0,44,1,0
1394,35,0.522,1528,0.067,6,0.414,22913.0,42,3,0
7535,92,0.673,1913,0.055,3,0.84,34516.0,47,3,0
7499,88,0.571,761,0.022,2,0.716,34516.0,51,3,0
7380,76,0.689,1516,0.318,2,0.709,4765.0,42,0,0
4294,67,0.718,1774,0.247,6,0.583,7182.0,44,2,0
4316,72,0.6,1771,0.674,3,0.788,2628.0,40,1,0
4088,84,0.867,756,0.029,3,0.69,25666.0,44,3,0
5169,84,0.474,1705,0.268,4,0.644,6362.0,48,3,0
6793,60,1.069,2466,0.272,3,0.446,9073.0,44,0,1
5326,62,0.676,1454,0.389,2,0.894,3742.0,53,3,0
2557,55,0.618,0,0.0,4,0.865,1438.3,33,1,0
5262,83,0.729,1013,0.623,5,0.826,1626.0,47,2,0
1111,24,1.0,1196,0.05,4,0.712,24159.0,49,3,0
1753,43,1.048,876,0.035,5,0.859,25008.0,39,1,0
15311,108,0.714,2057,0.065,5,0.625,31546.0,38,1,0
4199,67,0.595,1123,0.089,5,0.853,12610.0,50,3,0
2412,58,0.657,0,0.0,6,0.945,1438.3,38,3,0
5002,60,0.5,1333,0.06,6,0.463,22304.0,50,1,0
7930,90,0.607,1281,0.333,2,0.777,3849.0,43,1,0
4392,81,0.723,2517,0.898,4,0.664,2802.0,60,2,0
2228,39,0.95,1598,0.233,4,2.103,6861.0,38,3,0
2511,56,0.556,0,0.0,4,0.632,6397.0,47,2,1
4042,72,0.714,725,0.479,4,0.791,1513.0,55,3,0
3350,67,0.634,0,0.0,6,0.683,4476.0,48,1,0
1375,33,0.65,0,0.0,1,0.45,7176.0,51,1,1
1037,14,2.5,0,0.0,2,0.949,3032.0,54,3,1
4578,67,0.811,0,0.0,4,0.543,12270.0,41,3,0
3592,46,0.917,1337,0.747,4,0.763,1791.0,46,1,0
3927,60,0.935,996,0.114,5,0.527,8708.0,50,1,0
2338,71,0.69,1583,0.118,4,0.621,13431.0,33,1,0
1505,33,0.32,1885,0.346,6,0.643,5446.0,59,3,0
1661,32,1.0,2517,0.837,4,2.053,3006.0,67,3,0
3253,80,0.818,0,0.0,5,0.928,5346.0,29,1,0
14887,119,0.545,1576,0.053,1,0.8,29856.0,43,3,0
3966,78,0.902,870,0.045,5,0.532,19360.0,44,1,0
4325,86,0.72,1060,0.255,2,0.544,4154.0,50,3,0
3193,62,1.48,0,0.0,4,1.234,1801.0,61,0,0
2805,85,0.667,0,0.0,4,1.059,2394.0,37,1,0
4076,81,0.688,0,0.0,3,0.563,8482.0,44,1,0
4307,76,0.9,696,0.484,4,0.888,1438.3,55,1,0
1590,33,0.32,1207,0.467,6,0.44,2585.0,56,3,0
1237,32,0.6,0,0.0,5,0.483,4026.0,43,1,0
4610,78,0.773,1062,0.32,6,0.729,3323.0,34,3,0
7432,92,0.559,1484,0.289,1,0.75,5131.0,46,1,0
1859,47,0.958,2086,0.06,6,0.986,34516.0,45,3,0
4222,75,0.744,755,0.525,4,0.62,1438.3,59,0,0
4624,73,0.587,0,0.0,1,0.677,1438.3,47,3,0
4620,77,0.878,0,0.0,3,0.73,1967.0,36,3,0
4052,65,0.757,0,0.0,3,0.718,1438.3,49,1,0
1376,44,0.571,2155,0.683,3,0.438,3156.0,61,3,0
5547,87,0.706,1018,0.086,4,0.898,11794.0,54,3,0
1497,27,0.35,1786,0.275,4,0.524,6500.0,63,3,0
1671,45,0.5,1735,0.071,6,0.664,24545.0,57,3,0
14970,120,0.935,2165,0.38,4,0.79,5702.0,43,1,0
2155,61,0.605,1521,0.265,5,0.837,5750.0,36,1,0
1469,29,0.812,2508,0.212,3,0.476,11811.0,58,3,0
7849,88,0.63,1871,0.165,4,0.859,11362.0,43,3,0
4633,71,0.868,0,0.0,3,0.727,17656.0,47,1,0
13452,107,0.621,0,0.0,1,0.967,16191.0,40,3,0
1015,27,0.35,1164,0.039,4,0.717,29543.0,46,1,1
5255,77,0.833,1134,0.6,1,0.636,1891.0,56,1,0
14161,105,0.875,2517,0.48,1,0.78,5240.0,52,2,0
2702,32,0.778,1720,0.847,4,0.713,2031.0,42,3,1
4143,82,0.864,1911,0.486,3,0.723,3934.0,31,1,0
3095,63,0.969,2517,0.488,5,1.488,5153.0,38,3,0
2144,44,0.63,0,0.0,5,1.046,5756.0,65,3,0
2346,51,1.04,1474,0.549,6,1.042,2684.0,36,1,0
5083,69,0.643,1980,0.528,6,0.706,3749.0,62,1,0
2935,60,0.935,1205,0.571,5,0.514,2109.0,48,3,0
3283,50,1.273,1389,0.062,3,0.917,22437.0,54,1,0
1355,34,0.619,1274,0.118,3,0.602,10826.0,62,3,0
7192,82,0.708,1302,0.063,2,0.793,20811.0,47,1,0
3849,70,0.591,1388,0.183,5,0.909,7570.0,51,2,0
2327,38,0.81,2517,0.849,5,0.699,2964.0,48,3,1
3657,66,0.737,2205,0.111,4,0.796,19849.0,55,0,0
4314,83,0.729,1251,0.159,4,0.722,7869.0,55,0,0
1195,18,0.8,2517,0.286,3,0.492,8796.0,51,1,0
17258,121,0.704,0,0.0,3,0.719,4380.0,35,3,0
4619,78,0.733,793,0.379,5,0.64,2090.0,48,3,0
4440,79,0.756,1776,0.621,3,0.79,2859.0,45,1,0
8517,60,0.5,199,0.02,2,1.003,9959.0,52,3,1
1259,33,0.5,1264,0.43,6,0.562,2940.0,53,3,0
1489,38,0.357,1043,0.03,3,0.562,34516.0,52,3,0
4584,70,1.258,989,0.237,3,0.967,4166.0,54,1,0
4802,82,0.864,0,0.0,6,0.756,1477.0,43,2,0
4825,77,0.878,2440,0.53,6,0.646,4607.0,43,1,0
3053,50,0.562,0,0.0,6,0.866,2053.0,42,1,1
3395,75,0.829,2378,0.765,5,0.974,3110.0,56,0,0
2697,68,0.789,1961,0.687,6,0.866,2853.0,31,2,0
5481,68,0.7,1329,0.217,5,0.646,6125.0,44,1,0
4296,68,0.838,2418,0.834,6,0.575,2899.0,47,1,0
4683,76,0.689,2481,0.983,3,0.744,2523.0,37,3,0
4560,81,0.588,1626,0.347,6,0.945,4685.0,36,1,0
3780,70,0.667,1192,0.064,3,0.646,18535.0,47,1,0
1435,25,1.778,1454,0.168,3,0.708,8645.0,44,3,0
4385,91,0.717,886,0.616,5,0.822,1438.3,54,3,0
3900,62,0.938,1500,0.343,6,0.789,4377.0,58,3,0
8332,102,0.569,1573,0.072,1,0.878,21751.0,41,3,0
3116,80,0.6,1051,0.398,4,0.833,2640.0,35,1,0
4534,71,0.919,1087,0.302,5,0.528,3595.0,46,3,0
2564,56,0.474,901,0.069,5,0.825,13129.0,45,3,0
1954,45,0.5,400,0.212,1,0.528,1883.0,56,1,1
2094,32,0.231,0,0.0,6,0.712,7904.0,52,3,1
7234,83,0.694,0,0.0,1,0.649,15043.0,44,3,0
1941,51,1.318,1090,0.043,6,0.819,25270.0,48,3,0
4436,74,0.542,1460,0.637,6,0.658,2293.0,53,3,0
3819,75,0.829,0,0.0,4,0.791,33771.0,41,2,0
1878,55,0.41,1513,0.076,4,0.802,19853.0,50,1,0
2309,62,0.632,1733,0.705,3,1.216,2459.0,53,3,0
1673,58,0.526,1843,0.621,3,0.681,2967.0,35,3,0
1572,38,0.52,1660,0.284,6,0.786,5851.0,43,3,0
3990,88,0.76,2134,0.065,5,0.797,32676.0,57,1,0
3204,68,0.838,0,0.0,5,1.041,1438.3,36,1,0
1412,38,0.583,0,0.0,1,0.908,2190.0,36,2,1
4564,79,0.717,0,0.0,2,0.721,1438.3,38,1,0
4352,66,0.784,1981,0.809,3,0.712,2450.0,38,3,0
3886,70,0.667,1097,0.048,6,1.095,23000.0,45,0,0
4190,71,0.732,1644,0.624,5,1.092,2634.0,59,1,0
2843,53,0.828,0,0.0,5,0.747,7866.0,43,3,0
5088,71,0.651,773,0.158,3,0.517,4907.0,47,2,0
4835,70,0.489,0,0.0,5,0.783,1522.0,44,3,0
1563,36,0.44,2389,0.234,1,0.427,10195.0,49,1,1
3991,84,0.867,1347,0.148,5,0.695,9109.0,40,3,0
2689,62,0.59,0,0.0,3,0.612,7133.0,51,3,0
1351,30,1.5,588,0.126,3,0.856,4658.0,54,3,0
4303,59,0.788,1042,0.525,4,0.593,1986.0,45,1,0
4688,89,0.816,611,0.425,5,0.692,1438.3,33,3,0
7716,83,0.804,1208,0.064,2,0.727,18991.0,49,3,0
1995,53,0.262,1604,0.291,3,0.551,5510.0,34,3,0
2056,49,0.633,1784,0.331,5,0.904,5397.0,32,3,0
8387,102,0.759,1149,0.13,1,0.718,8861.0,44,1,0
3699,77,0.878,772,0.022,4,0.979,34516.0,46,0,0
1881,55,0.618,1725,0.471,5,0.495,3665.0,46,0,0
3505,60,0.935,1475,0.06,6,0.528,24534.0,39,1,0
5208,93,0.755,726,0.505,3,0.657,1438.3,49,3,0
2535,44,0.467,868,0.044,3,0.808,19782.0,41,0,1
1435,38,0.462,1510,0.482,4,0.609,3133.0,45,1,0
4624,87,0.706,1342,0.598,3,0.687,2245.0,44,1,0
8426,105,0.544,2379,0.195,2,0.769,12214.0,52,1,0
5131,86,0.72,1015,0.261,2,0.755,3891.0,44,1,0
4726,82,0.708,883,0.141,5,0.626,6274.0,45,1,0
3395,70,0.628,1543,0.348,6,0.752,4430.0,55,1,0
4874,78,0.66,1084,0.508,1,0.767,2132.0,38,1,0
1246,31,0.824,2517,0.911,4,0.938,2763.0,56,1,0
5290,69,0.816,2517,0.276,4,1.052,9110.0,46,1,1
8042,85,0.545,1748,0.705,2,0.831,2479.0,47,1,0
1944,42,0.75,0,0.0,4,0.782,2000.0,34,3,0
4518,79,0.795,2126,0.342,3,0.681,6223.0,48,3,0
2349,42,0.312,479,0.283,6,0.838,1694.0,50,3,1
2473,47,1.136,2007,0.456,4,0.892,4397.0,37,1,0
4758,64,0.641,1814,0.817,6,0.82,2221.0,34,3,0
1060,30,1.308,1521,0.405,6,0.974,3751.0,40,1,0
4794,88,0.6,2517,0.876,1,0.73,2874.0,33,3,0
5269,80,0.633,1255,0.671,1,0.847,1869.0,58,0,0
1534,34,0.545,1815,0.428,5,0.846,4245.0,34,3,0
4463,71,0.821,0,0.0,3,0.678,1438.3,45,1,0
4839,92,0.769,789,0.292,5,1.039,2704.0,54,3,0
3785,63,0.75,1302,0.631,5,0.631,2062.0,39,1,0
15148,111,0.79,0,0.0,4,0.656,10292.0,48,2,0
4247,84,0.714,1003,0.697,4,0.629,1438.3,38,1,0
4751,80,0.86,1490,0.629,3,0.63,2370.0,52,1,0
1344,37,0.85,1244,0.347,4,0.507,3585.0,57,3,0
1655,27,1.25,0,0.0,5,1.423,2155.0,65,3,0
3912,79,0.975,0,0.0,1,0.609,1787.0,44,3,0
4121,82,0.783,0,0.0,3,0.929,3554.0,54,1,0
2962,57,1.111,0,0.0,4,1.893,1631.0,34,3,0
1421,34,0.308,1788,0.075,4,0.631,23981.0,40,2,0
2005,62,0.59,1380,0.684,6,1.158,2019.0,58,3,0
4423,67,0.675,2517,0.837,6,0.853,3007.0,49,3,0
2400,41,0.323,1530,0.379,5,0.724,4038.0,50,3,1
4533,78,0.472,1793,0.052,6,0.767,34516.0,38,1,0
14321,113,0.794,1523,0.148,1,0.869,10272.0,43,1,0
4543,90,0.731,1965,0.254,5,0.782,7751.0,44,3,0
3398,67,0.763,1519,0.079,5,0.557,19272.0,48,1,0
4598,78,0.902,0,0.0,4,0.815,1438.3,50,1,0
5322,79,0.975,809,0.221,2,0.778,3667.0,57,3,0
4373,67,0.811,987,0.645,3,0.831,1531.0,42,3,0
2108,40,0.481,2253,0.819,2,0.497,2751.0,50,1,1
3832,87,0.673,0,0.0,6,0.634,1438.3,47,3,0
4717,80,0.739,429,0.177,4,0.625,2423.0,46,3,0
5124,70,0.522,1575,0.753,4,0.838,2092.0,47,1,0
7867,75,0.786,0,0.0,1,1.004,22993.0,42,3,1
3029,49,0.4,278,0.008,3,0.817,34516.0,53,1,1
1830,64,0.524,2517,0.976,5,0.896,2578.0,37,3,0
3580,77,0.711,2115,0.796,5,0.688,2657.0,48,1,0
4760,69,0.917,851,0.35,6,0.873,2432.0,34,3,0
2247,36,0.636,2517,0.88,3,1.254,2859.0,33,3,0
9497,106,0.71,1869,0.498,1,0.926,3751.0,45,1,0
1334,35,0.4,1899,0.066,6,0.85,28904.0,47,3,0
4713,77,1.026,821,0.284,5,0.931,2888.0,41,3,0
2521,50,0.667,0,0.0,4,0.554,6245.0,45,0,0
4520,73,0.659,1134,0.033,1,0.585,34516.0,50,1,0
3564,73,0.825,1436,0.042,3,0.688,34516.0,40,1,0
3914,71,0.775,0,0.0,5,0.58,11191.0,48,3,0
2628,41,0.64,1214,0.766,6,0.887,1584.0,47,3,1
4019,78,0.857,985,0.509,5,0.72,1934.0,38,1,0
689,23,0.353,0,0.0,1,1.038,1438.3,59,3,1
1768,52,0.576,934,0.027,4,0.681,34516.0,37,1,0
4518,93,0.788,2057,0.952,2,0.858,2160.0,53,3,0
2903,57,0.9,1459,0.307,6,1.24,4759.0,39,3,0
1590,37,0.37,0,0.0,3,0.845,4589.0,50,3,0
4554,75,0.562,2131,0.724,6,0.597,2943.0,51,3,0
4287,80,0.667,0,0.0,4,0.801,1438.3,44,1,0
5059,79,0.681,1224,0.584,5,0.819,2097.0,44,1,0
8629,65,0.548,230,0.007,6,1.004,34516.0,51,1,1
3780,75,0.923,1423,0.179,4,0.987,7966.0,46,0,0
1734,39,0.625,1884,0.282,5,0.791,6690.0,39,3,0
2156,64,1.207,726,0.069,5,0.893,10566.0,36,1,0
3805,79,0.795,1528,0.733,2,0.664,2085.0,44,1,0
1670,17,2.4,1107,0.656,2,1.715,1687.0,49,3,0
990,22,0.375,979,0.116,3,1.029,8411.0,55,1,1
1217,27,0.8,1435,0.074,4,0.787,19458.0,46,3,0
1085,29,0.208,1651,0.138,6,0.598,11942.0,40,3,0
1590,27,2.0,1219,0.035,5,1.129,34516.0,53,2,0
1031,25,0.389,0,0.0,3,0.854,14501.0,56,3,1
3457,61,0.848,753,0.256,4,0.707,2944.0,48,1,0
4530,72,0.636,0,0.0,5,0.896,1438.3,33,3,0
1749,41,0.577,1978,0.53,5,0.675,3735.0,55,1,0
3562,74,0.682,2264,0.806,5,0.544,2808.0,47,1,0
4631,76,0.767,771,0.359,5,0.69,2147.0,39,3,0
1371,38,0.407,1536,0.791,3,0.615,1942.0,58,3,0
2569,46,0.394,0,0.0,4,0.695,1931.0,35,3,1
4498,64,0.829,1856,0.565,3,1.103,3283.0,49,3,0
1942,42,0.75,1495,0.386,4,0.783,3877.0,36,3,0
13513,115,0.597,1144,0.217,2,0.8,5282.0,55,3,0
702,12,0.714,1025,0.713,4,0.838,1438.3,60,3,1
1836,50,0.515,1063,0.17,3,0.668,6259.0,34,3,0
1347,28,0.556,2204,0.355,4,0.803,6205.0,51,3,0
1770,47,0.741,2035,0.709,4,0.613,2872.0,54,3,0
9059,100,0.562,2175,0.072,2,0.67,30379.0,46,3,0
3868,80,0.702,812,0.565,4,0.667,1438.3,48,1,0
1851,48,0.455,1346,0.46,6,0.834,2926.0,35,3,0
